,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2211,2017,8797566.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2212,2018,8840521.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2213,2019,8879920.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2214,2020,8917205.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2215,2015,9649341.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2216,2016,9757812.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2217,2017,9854033.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2218,2018,9939771.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2219,2019,10024283.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2220,2020,10110116.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2221,2015,374200.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2222,2016,377923.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2223,2017,381749.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2224,2018,385635.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2225,2019,389486.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2226,2020,393248.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2227,2015,1371853.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2228,2016,1425793.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2229,2017,1494077.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2230,2018,1569440.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2231,2019,1641164.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2232,2020,1701583.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2233,2015,156256287.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2234,2016,157977151.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2235,2017,159685421.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2236,2018,161376713.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2237,2019,163046173.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2238,2020,164689383.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2239,2015,285327.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2240,2016,285798.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2241,2017,286229.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2242,2018,286640.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2243,2019,287021.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2244,2020,287371.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2245,2015,9489616.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2246,2016,9501534.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2247,2017,9498264.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2248,2018,9483499.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2249,2019,9417849.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2250,2020,9398861.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2251,2015,11274196.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2252,2016,11331422.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2253,2017,11375158.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2254,2018,11427054.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2255,2019,11488980.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2256,2020,11555997.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2257,2015,360926.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2258,2016,368399.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2259,2017,375775.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2260,2018,383071.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2261,2019,390351.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2262,2020,397621.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2263,2015,10575962.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2264,2016,10872072.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2265,2017,11175192.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2266,2018,11485035.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2267,2019,11801151.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2268,2020,12123198.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2269,2015,65237.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2270,2016,64554.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2271,2017,63873.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2272,2018,63919.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2273,2019,63913.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2274,2020,63903.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2275,2015,727885.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2276,2016,736706.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2277,2017,745563.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2278,2018,754396.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2279,2019,763094.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2280,2020,771612.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2281,2015,10869732.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2282,2016,11031822.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2283,2017,11192853.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2284,2018,11353140.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2285,2019,11513102.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2286,2020,11673029.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2287,2015,3429362.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2288,2016,3386263.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2289,2017,3351534.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2290,2018,3323929.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2291,2019,3300998.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2292,2020,3280815.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2293,2015,2120716.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2294,2016,2159925.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2295,2017,2205076.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2296,2018,2254067.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2297,2019,2303703.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2298,2020,2351625.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2299,2015,204471759.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2300,2016,206163056.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2301,2017,207833825.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2302,2018,209469320.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2303,2019,211049519.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2304,2020,212559409.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2305,2015,29148.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2306,2016,29355.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2307,2017,29567.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2308,2018,29795.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2309,2019,30033.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2310,2020,30237.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2311,2015,414914.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2312,2016,419791.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2313,2017,424481.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2314,2018,428960.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2315,2019,433296.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2316,2020,437483.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2317,2015,7177991.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2318,2016,7127822.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2319,2017,7075947.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2320,2018,7025037.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2321,2019,6975761.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2322,2020,6927288.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2323,2015,18110616.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2324,2016,18646350.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2325,2017,19193236.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2326,2018,19751466.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2327,2019,20321383.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2328,2020,20903278.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2329,2015,10160034.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2330,2016,10488002.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2331,2017,10827010.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2332,2018,11175379.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2333,2019,11530577.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2334,2020,11890781.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2335,2015,524740.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2336,2016,531140.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2337,2017,537499.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2338,2018,543764.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2339,2019,549936.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2340,2020,555988.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2341,2015,15521435.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2342,2016,15766290.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2343,2017,16009413.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2344,2018,16249795.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2345,2019,16486542.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2346,2020,16718971.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2347,2015,23298376.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2348,2016,23926549.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2349,2017,24566070.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2350,2018,25216261.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2351,2019,25876387.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2352,2020,26545864.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2353,2015,35702908.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2354,2016,36109487.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2355,2017,36545295.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2356,2018,37065178.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2357,2019,37593384.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2358,2020,38005238.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2359,2015,61721.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2360,2016,62564.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2361,2017,63382.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2362,2018,64172.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2363,2019,64948.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2364,2020,65720.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2365,2015,4493171.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2366,2016,4537683.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2367,2017,4596023.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2368,2018,4666375.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2369,2019,4745179.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2370,2020,4829764.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2371,2015,14110971.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2372,2016,14561658.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2373,2017,15016761.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2374,2018,15477727.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2375,2019,15946882.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2376,2020,16425859.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2377,2015,165387.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2378,2016,166922.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2379,2017,168666.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2380,2018,170496.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2381,2019,172264.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2382,2020,173859.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2383,2015,17969356.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2384,2016,18209072.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2385,2017,18470435.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2386,2018,18729166.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2387,2019,18952035.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2388,2020,19116209.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2389,2015,1371220000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2390,2016,1378665000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2391,2017,1386395000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2392,2018,1392730000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2393,2019,1397715000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2394,2020,1402112000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2395,2015,47520667.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2396,2016,48175048.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2397,2017,48909844.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2398,2018,49661056.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2399,2019,50339443.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2400,2020,50882884.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2401,2015,777435.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2402,2016,795597.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2403,2017,813890.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2404,2018,832322.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2405,2019,850891.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2406,2020,869595.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2407,2015,76244532.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2408,2016,78789130.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2409,2017,81398765.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2410,2018,84068092.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2411,2019,86790568.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2412,2020,89561404.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2413,2015,4856093.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2414,2016,4980996.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2415,2017,5110701.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2416,2018,5244363.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2417,2019,5380504.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2418,2020,5518092.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2419,2015,4847805.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2420,2016,4899336.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2421,2017,4949955.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2422,2018,4999443.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2423,2019,5047561.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2424,2020,5094114.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2425,2015,23226148.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2426,2016,23822726.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2427,2017,24437475.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2428,2018,25069226.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2429,2019,25716554.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2430,2020,26378275.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2431,2015,4203604.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2432,2016,4174349.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2433,2017,4124531.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2434,2018,4087843.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2435,2019,4065253.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2436,2020,4047200.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2437,2015,11324777.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2438,2016,11335108.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2439,2017,11339255.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2440,2018,11338146.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2441,2019,11333484.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2442,2020,11326616.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2443,2015,157980.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2444,2016,159664.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2445,2017,160175.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2446,2018,159336.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2447,2019,157441.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2448,2020,155014.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2449,2015,1160987.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2450,2016,1170189.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2451,2017,1179685.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2452,2018,1189262.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2453,2019,1198574.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2454,2020,1207361.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2455,2015,10546059.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2456,2016,10566332.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2457,2017,10594438.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2458,2018,10629928.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2459,2019,10671870.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2460,2020,10698896.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2461,2015,5683483.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2462,2016,5728010.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2463,2017,5764980.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2464,2018,5793636.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2465,2019,5814422.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2466,2020,5831404.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2467,2015,913998.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2468,2016,929117.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2469,2017,944100.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
