,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3579,2018,515704.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
3580,2019,530957.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
3581,2020,540542.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
3582,2015,17438772.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3583,2016,17965448.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3584,2017,18512429.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3585,2018,19077755.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3586,2019,19658023.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3587,2020,20250834.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3588,2015,445053.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
3589,2016,455356.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
3590,2017,467999.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
3591,2018,484630.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
3592,2019,504062.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
3593,2020,525285.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
3594,2015,57444.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3595,2016,57723.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3596,2017,58053.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3597,2018,58412.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3598,2019,58791.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3599,2020,59194.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3600,2015,4046304.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3601,2016,4163532.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3602,2017,4282582.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3603,2018,4403312.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3604,2019,4525698.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3605,2020,4649660.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3606,2015,1262605.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3607,2016,1263473.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3608,2017,1264613.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3609,2018,1265303.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3610,2019,1265711.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3611,2020,1265740.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3612,2015,121858251.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3613,2016,123333379.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3614,2017,124777326.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3615,2018,126190782.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3616,2019,127575529.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3617,2020,128932753.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3618,2015,108886.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3619,2016,110215.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3620,2017,111461.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3621,2018,112640.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3622,2019,113811.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3623,2020,115021.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3624,2015,2834530.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3625,2016,2802170.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3626,2017,2755158.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3627,2018,2708214.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3628,2019,2663251.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3629,2020,2617820.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3630,2015,37723.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
3631,2016,38070.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
3632,2017,38392.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
3633,2018,38682.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
3634,2019,38967.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
3635,2020,39244.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
3636,2015,2998433.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3637,2016,3056358.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3638,2017,3113788.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3639,2018,3170214.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3640,2019,3225166.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3641,2020,3278292.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3642,2015,622159.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3643,2016,622303.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3644,2017,622373.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3645,2018,622227.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3646,2019,622028.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3647,2020,621718.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3648,2015,34663608.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3649,2016,35126274.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3650,2017,35581257.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3651,2018,36029089.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3652,2019,36471766.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3653,2020,36910558.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3654,2015,27042001.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3655,2016,27829930.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3656,2017,28649007.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3657,2018,29496009.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3658,2019,30366043.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3659,2020,31255435.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3660,2015,52680724.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3661,2016,53045199.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3662,2017,53382521.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3663,2018,53708318.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3664,2019,54045422.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3665,2020,54409794.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3666,2015,2314901.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3667,2016,2358044.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3668,2017,2402623.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3669,2018,2448300.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3670,2019,2494524.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3671,2020,2540916.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3672,2015,10374.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
3673,2016,10474.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
3674,2017,10577.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
3675,2018,10678.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
3676,2019,10764.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
3677,2020,10834.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
3678,2015,27015033.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
3679,2016,27263430.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
3680,2017,27632682.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
3681,2018,28095712.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
3682,2019,28608715.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
3683,2020,29136808.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
3684,2015,16939923.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3685,2016,17030314.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3686,2017,17131296.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3687,2018,17231624.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3688,2019,17344874.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3689,2020,17441139.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3690,2015,268700.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3691,2016,269350.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3692,2017,270000.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3693,2018,270650.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3694,2019,271300.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3695,2020,271960.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3696,2015,4609400.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3697,2016,4714100.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3698,2017,4813600.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3699,2018,4900600.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3700,2019,4979300.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3701,2020,5084300.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3702,2015,6223234.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3703,2016,6303970.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3704,2017,6384843.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3705,2018,6465502.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3706,2019,6545503.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3707,2020,6624554.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3708,2015,20001663.0,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3709,2016,20788789.0,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3710,2017,21602388.0,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3711,2018,22442831.0,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3712,2019,23310719.0,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3713,2020,24206636.0,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3714,2015,181137454.0,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3715,2016,185960244.0,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3716,2017,190873247.0,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3717,2018,195874685.0,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3718,2019,200963603.0,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3719,2020,206139587.0,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3720,2015,2079335.0,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3721,2016,2080746.0,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3722,2017,2081996.0,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3723,2018,2082957.0,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3724,2019,2083458.0,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3725,2020,2083380.0,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3726,2015,55779.0,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
3727,2016,56187.0,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
3728,2017,56553.0,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
3729,2018,56889.0,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
3730,2019,57213.0,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
3731,2020,57557.0,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
3732,2015,5188607.0,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
3733,2016,5234519.0,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
3734,2017,5276968.0,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
3735,2018,5311916.0,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
3736,2019,5347896.0,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
3737,2020,5379475.0,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
3738,2015,4267341.0,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
3739,2016,4479217.0,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
3740,2017,4665926.0,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
3741,2018,4829476.0,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
3742,2019,4974992.0,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
3743,2020,5106622.0,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
3744,2015,199426953.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
3745,2016,203631356.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
3746,2017,207906210.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
3747,2018,212228288.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
3748,2019,216565317.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
3749,2020,220892331.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
3750,2015,17665.0,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
3751,2016,17718.0,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
3752,2017,17809.0,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
3753,2018,17911.0,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
3754,2019,18001.0,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
3755,2020,18092.0,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
3756,2015,3968490.0,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3757,2016,4037073.0,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3758,2017,4106764.0,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3759,2018,4176868.0,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3760,2019,4246440.0,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3761,2020,4314768.0,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3762,2015,8107772.0,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3763,2016,8271766.0,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3764,2017,8438038.0,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3765,2018,8606324.0,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3766,2019,8776119.0,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3767,2020,8947027.0,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3768,2015,6688746.0,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3769,2016,6777878.0,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3770,2017,6867058.0,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3771,2018,6956069.0,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3772,2019,7044639.0,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3773,2020,7132530.0,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3774,2015,30470739.0,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3775,2016,30926036.0,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3776,2017,31444299.0,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3777,2018,31989265.0,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3778,2019,32510462.0,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3779,2020,32971846.0,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3780,2015,102113206.0,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3781,2016,103663812.0,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3782,2017,105172921.0,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3783,2018,106651394.0,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3784,2019,108116622.0,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3785,2020,109581085.0,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3786,2015,37986412.0,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
3787,2016,37970087.0,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
3788,2017,37974826.0,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
3789,2018,37974750.0,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
3790,2019,37965475.0,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
3791,2020,37950802.0,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
3792,2015,10358076.0,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
3793,2016,10325452.0,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
3794,2017,10300300.0,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
3795,2018,10283822.0,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
3796,2019,10286263.0,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
3797,2020,10305564.0,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
3798,2015,3473232.0,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3799,2016,3406672.0,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3800,2017,3325286.0,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3801,2018,3193354.0,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3802,2019,3193694.0,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3803,2020,3194034.0,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3804,2015,2565708.0,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
3805,2016,2654379.0,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
3806,2017,2724727.0,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
3807,2018,2781682.0,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
3808,2019,2832071.0,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
3809,2020,2881060.0,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
3810,2015,19815616.0,SP.POP.TOTL,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3811,2016,19702267.0,SP.POP.TOTL,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3812,2017,19588715.0,SP.POP.TOTL,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3813,2018,19473970.0,SP.POP.TOTL,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3814,2019,19371648.0,SP.POP.TOTL,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3815,2020,19286123.0,SP.POP.TOTL,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3816,2015,144096870.0,SP.POP.TOTL,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3817,2016,144342397.0,SP.POP.TOTL,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3818,2017,144496739.0,SP.POP.TOTL,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3819,2018,144477859.0,SP.POP.TOTL,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3820,2019,144406261.0,SP.POP.TOTL,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3821,2020,144104080.0,SP.POP.TOTL,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3822,2015,11369066.0,SP.POP.TOTL,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3823,2016,11668829.0,SP.POP.TOTL,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3824,2017,11980960.0,SP.POP.TOTL,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3825,2018,12301969.0,SP.POP.TOTL,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3826,2019,12626938.0,SP.POP.TOTL,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3827,2020,12952209.0,SP.POP.TOTL,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3828,2015,193510.0,SP.POP.TOTL,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3829,2016,194540.0,SP.POP.TOTL,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3830,2017,195358.0,SP.POP.TOTL,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3831,2018,196128.0,SP.POP.TOTL,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3832,2019,197093.0,SP.POP.TOTL,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3833,2020,198410.0,SP.POP.TOTL,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3834,2015,33270.0,SP.POP.TOTL,SMR,San Marino,Europe & Central Asia,High income,Not classified
3835,2016,33503.0,SP.POP.TOTL,SMR,San Marino,Europe & Central Asia,High income,Not classified
3836,2017,33671.0,SP.POP.TOTL,SMR,San Marino,Europe & Central Asia,High income,Not classified
3837,2018,33784.0,SP.POP.TOTL,SMR,San Marino,Europe & Central Asia,High income,Not classified
3838,2019,33864.0,SP.POP.TOTL,SMR,San Marino,Europe & Central Asia,High income,Not classified
3839,2020,33938.0,SP.POP.TOTL,SMR,San Marino,Europe & Central Asia,High income,Not classified
3840,2015,199439.0,SP.POP.TOTL,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
